#,"McGlathery, K.J., Christian, R.R. 2000. Water Quality Sampling - integrated"
#,"measurements for the Virginia Coast, 1992-2016. Virginia Coast Reserve"
#,"Long-Term Ecological Research Project Data Publication knb-lter-vcr.247.6"
#,"(http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.247)"
#,
#,This dataset is distributed by the Virginia Coast Reserve Long-Term Ecological
#,Research Project and use is subject to the VCR/LTER Data Access Policy
#,(http://www.vcrlter.virginia.edu/data/docs/IMPolicy_VCRLTER06.pdf). Data users
#,working on scientific papers are encouraged to contact the data authors
#,regarding availability of updated data and/or possible collaborations.
#,
#,Full metadata descriptions are available at:
#,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.2
#,For additional information about the data contact: Karen McGlathery
#,(kjm4k@virginia.edu)
#,
#,Collection and/or distribution of this data was supported by National Science
#,Foundation grants BSR-8702333-06; DEB-9211772; DEB-9411974; DEB-0080381,
#,DEB-0621014 and DEB-1237733. VCR/LTER: http://www.vcrlter.virginia.edu
#,# # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # #
"station","measureDate","StaGrpCode","StaType","Transect","Latitude","Longitude","time","analyst","tidestage","scttemp","sctsal","sctcond","airtemp","refrsal","dotemp","do","secchi","depth","winddir","windsp","commentOBS","chla","chla_sd","chla_N","chla_qual","phaeopigments","phaeopigments_sd","phaeopigments_N","phaeopigments_qual","nh3","nh3_sd","nh3_N","nh3qual","po4","po4_sd","po4_N","po4qual","nox","nox_sd","nox_N","noxqual","no2","no2_sd","no2_N","no2qual","din","commentNutr","noxTDN","noxTDN_sd","noxTDN_N","noxTDNqual","no2TDN","no2TDN_sd","no2TDN_N","no2TDNqual","commentTDN","processorTDN","organic_content","organic_content_sd","organic_content_N","oc_qual","porosity","porosity_sd","porosity_N","porosity_qual","comments_organic_content","chlor_a","chlor_a_sd","chlor_a_N","chlor_aqual","phaeopigments_a","phaeopigments_a_sd","phaeopigments_a_N","phaeopigments_aqual","commentWaterChl","Gracilaria_mass","Gracilaria_sd","Gracilaria_N","Gracilaria_qual","Ulva_mass","Ulva_sd","Ulva_N","Ulva_qual","commentMacroalgae","tss","tss_sd","tss_N","tssqual","pom","pom_sd","pom_N","pomqual","pim","pim_sd","pim_N","pimqual","commentTSS","sedMass","sedMass_sd","sedMass_N","sedMassqual","sedperc_N","sedperc_N_sd","sedperc_N_N","sedperc_Nqual","sedperc_C","sedperc_C_sd","sedperc_C_N","sedperc_Cqual","commentSedCN"
"CM",2008-03-19,2,"Mainland Creek","Oyster",37.287616,-75.92876,1232,"KMO/CB","LATE EBB",16.1,2.9,5,22,,16.1,10.7,,0.5,"S",23.7,"",,,,"M",,,,"M",3.26666666666667,1.4260902262246,3,"",0.414066666666667,0.35723495536318,3,"",452.5,74.2462120245875,2,"",2.735,1.02530483272049,2,"",455.766666666667,"NOx DILUTED 9:1, DILUTION INCLUDED IN FIL VALUE",236.333333333333,54.077105445219,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,691.091166200234,3,"M",,334.006486962953,3,"M",,13.856406460551,3,"M","",,,,"M",,,,"M",,,,"M",
"CM",2008-04-15,2,"Mainland Creek","Oyster",37.287616,-75.92876,1013,"KMO/DB","LATE EBB",11.9,1.1,2,12.6,,12,9.1,,0.5,"N",15.2,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,209,5.65685424949238,2,"",,,,"M","","MEG MILLER",,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,432.809811965179,3,"M",,284.67759541863,3,"M",,540.977202230679,3,"M","",,,,"M",,,,"M",,,,"M",
"CM",2008-05-15,2,"Mainland Creek","Oyster",37.287616,-75.92876,1206,"KMO/CB","LATE EBB",20.8,1.3,3,23.4,,20.8,9.1,,0.3,"S",7.2,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,192.333333333333,4.72581562625261,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,103.519724368515,3,"M",,60.0444279957211,3,"M",,75.3193202306022,3,"M","",,,,"M",,,,"M",,,,"M",
"CM",2008-07-16,2,"Mainland Creek","Oyster",37.287616,-75.92876,1228,"KMO/CB","LATE EBB",28.6,4,7,28.8,,28.7,8.2,,0.5,"N",11.3,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,403.333333333333,12.1166552040294,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,735.269338406002,3,"M",,79.5675813381304,3,"M",,67.0024875160119,3,"M","",,,,"M",,,,"M",,,,"M",
"CM",2008-10-10,2,"Mainland Creek","Oyster",37.287616,-75.92876,,,,,,,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,455.333333333333,45.6106712659804,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"CM",2009-04-01,2,"Mainland Creek","Oyster",37.287616,-75.92876,,,,,,,,,,,,,,,,,,,"M",,,,"M",0.691333333333333,0.0777195814022009,3,"",30.9333333333333,3.59212100761282,3,"",1.26333333333333,0.189032625050104,3,"",,,,"M",1.95466666666666,"",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"CM",2009-12-01,2,"Mainland Creek","Oyster",37.287616,-75.92876,,,,,,,,,,,,,,,,,,,"M",,,,"M",4.76666666666667,1.12295740495058,3,"",0.716666666666667,0.139575547046513,3,"",31.5666666666667,3.51615320106126,3,"",0.448666666666667,0.0159478316185409,3,"",36.3333333333334," ",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"CM",2010-05-25,2,"Mainland Creek","Oyster",37.287616,-75.92876,,,,,,,,,,,,,,,,,,,"M",,,,"M",0.258,0.014142135623731,2,"",0.142566666666667,0.055646772892355,3,"",25.1,5.3507008886687,3,"",0.282333333333333,0.0222785397486759,3,"",25.358," ",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"CM",2011-03-01,2,"Mainland Creek","Oyster",37.287616,-75.92876,,,,,,,,,,,,,,,,,,,"M",,,,"M",4.10666666666667,0.120968315410827,3,"",0.813333333333333,0.0724591839129681,3,"",25.2666666666667,0.152752523165193,3,"",2.37333333333333,0.0404145188432738,3,"",29.3733333333334," ",24.9,0.989949493661168,2,"",,,,"M","","MEG MILLER ",,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"CM",2011-07-27,2,"Mainland Creek","Oyster",37.287616,-75.92876,1200,"BR","Late Ebb",31.5,3.9,7.14,33.3,,,,,,"NE",3,"ODO and depth broken & Airtemp converted from F to C",,,,"M",,,,"M",29,2.02237484161567,3,"",3.78666666666667,0.176162803489651,3,"",24.8333333333333,2.9022979401387,3,"",5.72,0.658483105326173,3,"",53.8333333333333," ",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,694.537495988038,3,"M",,112.646941074018,3,"M",,123.87224601715,3,"M","",,,,"M",,,,"M",,,,"M",
"CM",2011-10-10,2,"Mainland Creek","Oyster",37.287616,-75.92876,,,,,,,,,,,,,,,,,,,"M",,,,"M",10.0033333333333,0.793872365896013,3,"",1.54333333333333,0.101159939369957,3,"",27.1666666666667,1.51767365837763,3,"",1.33666666666667,0.221434715736565,3,"",37.17," ",36.0333333333333,1.45716619962629,3,"",,,,"M","diluted 1:9 sample/water","MEG MILLER ",,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"CRM",2004-08-26,2,"Mainland Creek","Machipongo",37.460083,-75.816,1213,"","",26.7,22.1,35,26.4,,,,37,0.8,"E",19,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,1,"M",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"CRM",2004-09-01,2,"Mainland Creek","Machipongo",37.460083,-75.816,,"","",,,0,,,,,,,"",,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"CRM",2004-10-26,2,"Mainland Creek","Machipongo",37.460083,-75.816,1241,"","",16.1,26.3,41,17.1,,16.2,8.5,60,0.6,"NE",7.3,"",,,,"M",,,,"M",3.02,,1,"",0.598,,1,"",0.38,,1,"",,,,"M",3.4,"",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,1,"M",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"CRM",2004-11-15,2,"Mainland Creek","Machipongo",37.460083,-75.816,,,,,,,,,,,,,,,,,,,"M",,,,"M",2.76,,1,"",0.762,,1,"",0.802,,1,"",,,,"M",3.562,"",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"CRM",2005-02-09,2,"Mainland Creek","Machipongo",37.460083,-75.816,,"Josh/Br","",,,0,,,,,,,"",,"Cloudy, bad for light readings",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"CRM",2005-03-22,2,"Mainland Creek","Machipongo",37.460083,-75.816,1142,"BJS/JLM","MID EBB",11.4,27,42,8.2,,11.2,10.8,,0.8,"E",10.8,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,518.877956106572,3,"M",,466.048280760695,3,"M",,445.816479432214,3,"M","",,,,"M",,,,"M",,,,"M",
"CRM",2005-04-18,2,"Mainland Creek","Machipongo",37.460083,-75.816,1136,"JLM/BJS","EARLY FL",12.3,18.3,30,19.9,,12.1,10.6,,0.6,"W",14,"",,,,"M",,,,"M",1.62833333333333,0.333551595209297,6,"",0.259333333333333,0.0232866199064327,6,"",0.0522,0.0216022221079221,6,"",0.0716166666666667,0.0195897337058641,6,"",1.68053333333333,"",15.95,1.76776695296637,2,"",0.336,0.0268700576850888,2,"","","MEG MILLER",,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,34.5301800362137,3,"M",,187.157687525787,3,"M",,4.04145188432738,3,"M","",,,,"M",,,,"M",,,,"M",
"CRM",2005-05-18,2,"Mainland Creek","Machipongo",37.460083,-75.816,1105,"BJS/JLM","LATE EBB",18.7,30.2,46,17.3,,18,5.5,,0.4,"SE",15,"",,,,"M",,,,"M",1.13208333333333,0.153686829841293,6,"",0.380166666666667,0.093849702539042,6,"",0.131666666666667,0.0239742917865506,6,"",0.07085,0.019117505067346,6,"",1.26375,"",16.7666666666667,0.850490054811538,3,"",0.368,0.109489725545368,3,"","","MEG MILLER",,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,127.692338585106,3,"M",,130.542457971854,3,"M",,141.740372982906,3,"M","",,,,"M",,,,"M",,,,"M",
"CRM",2005-06-21,2,"Mainland Creek","Machipongo",37.460083,-75.816,1413,"BJS/JLM","LATE EBB",24.8,30,46,22.6,,25,8.6,,0.6,"SE",12.8,"",,,,"M",,,,"M",3.0925,0.0471699056602831,4,"",0.64125,0.152224341023372,4,"",0.17325,0.020303940504247,4,"",0.3725,0.167605688049859,4,"",3.26575,"",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,18.4481254693623,3,"M",,22.8983259941275,3,"M",,629.624491264436,3,"M","",,,,"M",,,,"M",,,,"M",
"CRM",2005-07-20,2,"Mainland Creek","Machipongo",37.460083,-75.816,1410,"JLM/BJS","EARLY FL",32.6,29.2,45,32.5,,32.3,5.6,25,0.3,"W",10.8,"",,,,"M",,,,"M",2.67,0.367695526217005,2,"",3.23,0.0424264068711926,2,"",0.708,0.0947523086789974,2,"",0.501333333333333,0.0493389636426763,3,"",3.378,"",31.55,7.84888527117068,2,"",,,,"M","","MEG MILLER",,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,17.3493515728975,3,"M",,108.66922287382,3,"M",,8.88819441731559,3,"M","",,,,"M",,,,"M",,,,"M",
"CRM",2005-09-01,2,"Mainland Creek","Machipongo",37.460083,-75.816,1345,"JLM","LATE EBB",28.8,26.9,44,27.1,,29,5.9,46,0.5,"WN",18.3,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,46.9333333333333,2.15715862498179,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,8.78666666666667,0.409918691124634,3,"",26.0833333333333,1.00803439094772,3,"","",,,,,,,,,,,739.009021144758,3,"M",,79.6743371481684,3,"M",,56.0386771197655,3,"M","",,,,"M",,,,"M",,,,"M",
"CRM",2005-09-29,2,"Mainland Creek","Machipongo",37.460083,-75.816,1225,"KMO/JLM","LATE EBB",24.2,28.7,44,26.4,,24.5,7.2,61,0.6,"WS",11,"",,,,"M",,,,"M",2.49,0.325330601081423,6,"",2.06666666666667,0.230709051982506,6,"",0.474,0.0745278471445405,6,"",0.456666666666667,0.0106926766215636,3,"",2.964,"",25.7333333333333,2.68390263112009,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,1.42,0,2,"",7.41,1.4142135623731,2,"","",,,,,,,,,,,88.0851860416949,3,"M",,331.453365246656,3,"M",,63.9061812346818,3,"M","",,,,"M",,,,"M",,,,"M",
"CRM",2005-10-31,2,"Mainland Creek","Machipongo",37.460083,-75.816,1202,"KMO/ART","LATE EBB",14.2,30.6,47,17.1,,15,7,,0.4,"S",12.5,"",,,,"M",,,,"M",1.89,0.122882057274445,3,"",0.252666666666667,0.157836413204727,3,"",0.687333333333333,0.136617470820292,3,"",,,,"M",2.57733333333333,"",17.4666666666667,1.35030860670194,3,"",2.28,0.01,3,"","","MEG MILLER",,,,"M",,,,,,1.42,0,3,"",4.74333333333333,0.577350269189626,3,"","",,,,,,,,,,,35.9072880253206,3,"M",,142.338797709315,3,"M",,52.7351874937408,3,"M","",,,,"M",,,,"M",,,,"M",
"CRM",2005-11-16,2,"Mainland Creek","Machipongo",37.460083,-75.816,1205,"KMO/JLM","MID EBB",18.7,29.6,46,20.1,,18.2,8.8,28,0.6,"S",31.7,"Too rough to get to all sites, could only get sites close to mainland.",,,,"M",,,,"M",2.73666666666667,0.87580439216376,3,"",0.611,0.0664680374315355,2,"",0.369666666666667,0.103871715752332,3,"",0.10275,0.0243951839509359,2,"",3.10633333333334,"",14.6,0.8,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,3.205,0.502045814642449,2,"",11.685,1.209152595829,2,"","",,,,,,,,,,,21.7791949652262,3,"M",,20.3059925473574,3,"M",,628.185747477076,3,"M","",,,,"M",,,,"M",,,,"M",
"CRM",2005-12-12,2,"Mainland Creek","Machipongo",37.460083,-75.816,1139,"KMO/JLM","LATE EBB",,29.7,46,10.3,,5,11.8,,0.8,"SW",7.3,"No secchi readings because secchi disk accidentally left at lab.  Temperature sensor on SCT meter malfunctioned after CSm.",,,,"M",,,,"M",0.989333333333333,0.00907377172587747,3,"",0.0393,0.0285459279057452,3,"",0.247,0.00264575131106459,3,"",,,,"M",1.23633333333333,"",25.7,1.97989898732233,2,"",,,,"M","","MEG MILLER",,,,"M",,,,,,0.71,,1,"",3.7,,1,"","",,,,,,,,,,,55.3022000767902,3,"M",,2.64575131106459,3,"M",,62.0671679177754,3,"M","",,,,"M",,,,"M",,,,"M",
"CRM",2006-03-28,2,"Mainland Creek","Machipongo",37.460083,-75.816,0,"KMO/ART","LATE EBB",11.7,32.1,49,16.5,,11.8,9.8,51,0.5,"SW",17.5,"",,,,"M",,,,"M",1.346,0.43957706946564,3,"",0.119,,1,"",0.346666666666667,0.141082718053394,3,"",,,,"M",1.69266666666667,"",16.1,1.13137084989847,2,"",,,,"M","","MEG MILLER",,,,"M",,,,,,2.37333333333333,0.825610884941165,3,"",6.53,1.22609135059342,3,"","",,,,,,,,,,,7.09459888459759,3,"M",,54.9302588136387,3,"M",,3.46410161513775,3,"M","",,,,"M",,,,"M",,,,"M",
"CRM",2006-04-25,2,"Mainland Creek","Machipongo",37.460083,-75.816,1245,"KMO/ART","LATE EBB",21.3,27.6,43,18.7,,21.3,7.4,41,0.5,"S",13.3,"",,,,"M",,,,"M",2.16,0.27495454169735,3,"",0.168,,1,"",0.1223,0.153725014229955,2,"",0.275333333333333,0.0352325606979302,3,"",2.2823,"",21.1333333333333,1.96553639837408,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,2.84666666666667,0.71500582748208,3,"",8.83333333333333,1.21500342935044,3,"","",,,,,,,,,,,45.4569393309023,3,"M",,580.129583225449,3,"M",,22.1885856541902,3,"M","",,,,"M",,,,"M",,,,"M",
"CRM",2006-05-23,2,"Mainland Creek","Machipongo",37.460083,-75.816,,,,,,,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,22.6,3.63868107973205,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"CRM",2006-05-24,2,"Mainland Creek","Machipongo",37.460083,-75.816,1204,"KMO/ART","LATE EBB",20.2,32.8,50,19.7,,20.3,6.4,46,0.5,"NW",11.2,"",,,,"M",,,,"M",3.92,1.28693434175952,2,"",1.033,0.0806101730552665,2,"",0.613,,1,"",0.369,0.0523259018078045,2,"",4.533,"",,,,"M",,,,"M",,,,,,"M",,,,,,2.84666666666667,0.71500582748208,3,"",11.9933333333333,1.60817702176512,3,"","",,,,,,,,,,,702.225984518754,3,"M",,144.647848238403,3,"M",,170.555953673079,3,"M","",,,,"M",,,,"M",,,,"M",
"CRM",2006-06-22,2,"Mainland Creek","Machipongo",37.460083,-75.816,1158,"KMO/ART","LATE EBB",29.1,31,48,30.1,,29.4,7.5,23,0.5,"SW",19.2,"",,,,"M",,,,"M",2.58333333333333,0.450148123769647,3,"",0.624333333333333,0.153298184377159,3,"",1.61966666666667,0.940803025788785,3,"",0.203,0.0608111831820431,2,"",4.203,"",52.7,10.740577265678,3,"",6.8,1.62594587855808,3,"","","MEG MILLER",,,,"M",,,,,,7.12333333333333,0.715005827482079,3,"",22.59,2.71,3,"","",,,,,,,,,,,37.0720020140986,3,"M",,0,3,"M",,47.2863616701476,3,"M","",,,,"M",,,,"M",,,,"M",
"CRM",2006-07-21,2,"Mainland Creek","Machipongo",37.460083,-75.816,1232,"KMO/ART","EARLY FL",30,31.5,49,29.9,,30,4.9,38,2,"S",15.8,"",,,,"M",,,,"M",4.00333333333333,0.100664459136943,3,"",1.66666666666667,0.161658075373095,3,"",0.339666666666667,0.0537246064046386,3,"",0.714,0.0622253967444162,2,"",4.343,"",38.1333333333333,1.00166528008778,3,"",0.600333333333333,0.00321455025366432,3,"","","MEG MILLER",,,,"M",,,,,,8.78666666666667,1.08454291447288,3,"",31.9033333333333,3.06614307124331,3,"","",,,,,,,,,,,40.0166631958905,3,"M",,428.43591508338,3,"M",,9.01849950564579,3,"M","",,,,"M",,,,"M",,,,"M",
"CRM",2006-08-21,2,"Mainland Creek","Machipongo",37.460083,-75.816,1250,"KMO/DB","LATE EBB",28,29.3,45,27.8,,28.1,5.4,33,2.3,"NW",6.5,"",,,,"M",,,,"M",7.23333333333333,1.39342503685463,3,"",1.02133333333333,0.272773410238853,3,"",1.69666666666667,0.453688586293873,3,"",0.584,0.0893140526457063,3,"",8.93,"",23.6666666666667,5.40030863315545,3,"",0.389,0.142870570797488,3,"","","MEG MILLER",,,,"M",,,,,,7.83666666666667,0.71500582748208,3,"",21.3066666666667,0.215019378971602,3,"","",,,,,,,,,,,23.7135685491099,3,"M",,44.4559707276012,3,"M",,46.8614980554399,3,"M","",,,,"M",,,,"M",,,,"M",
"CRM",2006-09-18,2,"Mainland Creek","Machipongo",37.460083,-75.816,1330,"KMO/DB","EARLY FL",25,27.2,42,24.3,,24.9,5.1,43,0.4,"E",15.5,"",,,,"M",,,,"M",3.03333333333333,0.164418166068514,3,"",1.97666666666667,0.0115470053837925,3,"",1.59,0.262106848441623,3,"",0.279333333333333,0.0145716619962629,3,"",4.62333333333333,"",36.1666666666667,0.404145188432736,3,"",1.04133333333333,0.440740664488011,3,"","","MEG MILLER",,,,"M",,,,,,5.46,1.79209374754782,3,"",15.1066666666667,1.37292874299191,3,"","",,,,,,,,,,,613.958739113088,3,"M",,152.764524677688,3,"M",,558.860447696918,3,"M","",,,,"M",,,,"M",,,,"M",
"CRM",2006-11-03,2,"Mainland Creek","Machipongo",37.460083,-75.816,1235,"KMO/DB","LATE EBB",11.5,28.1,44,9.9,,11.5,8.6,38,2.1,"NW",7.5,"",,,,"M",,,,"M",4.95,0.395979797464467,2,"",1.084,0.135764501987817,2,"",2.14,0.113137084989848,2,"",0.295,0.244658946290545,2,"",7.09,"",,,,"M",0.435,0.0204205778566622,3,"","","MEG MILLER",,,,"M",,,,,,1.42,0,2,"",5.91,0,2,"","",,,,,,,,,,,82.3549229453427,3,"M",,198.897796200293,3,"M",,95.5196314900764,3,"M","",,,,"M",,,,"M",,,,"M",
"CRM",2006-12-05,2,"Mainland Creek","Machipongo",37.460083,-75.816,,"KMO/ART","",,,0,,,,,,,"",,"BOAT BROKE DOWN AT CSm, SAMPLING NOT COMPLETED",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"CRM",2007-01-29,2,"Mainland Creek","Machipongo",37.460083,-75.816,,"KMO/ART","",,,0,,,,,,,"",,"SAMPLING MISSED FOR JANUARY DUE TO INCLIMATE WEATHER (HARBOR FROZEN OVER)",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"CRM",2007-02-28,2,"Mainland Creek","Machipongo",37.460083,-75.816,1221,"KMO/CB/","LATE EBB",7.1,29.5,46,7.7,,7.1,10.7,102,2.5,"N",6.2,"Clam dredgers at RB site stirred up sediment, TSS will probably be higher than what it should have been due to this.",,,,"M",,,,"M",0.0169,,1,"",,,,"M",0.35,0.21114213222377,3,"",0.0240666666666667,0.0113182743089807,3,"",0.3669,"",21.1666666666667,2.74274801370207,6,"",3.672,0.953792430248846,5,"","","MEG MILLER",,,,"M",,,,,,3.915,0.502045814642448,2,"",19.385,0.502045814642447,2,"","",,,,,,,,,,,91.106165177409,3,"M",,529.152467001084,3,"M",,100.493780902104,3,"M","",,,,"M",,,,"M",,,,"M",
"CRM",2007-03-29,2,"Mainland Creek","Machipongo",37.460083,-75.816,1227,"KMO/CB/","LATE EBB",14.5,31.7,49,11.6,,14.6,8.6,76,2.9,"W",7.7,"",,,,"M",,,,"M",0.309333333333333,0.132952372424614,3,"",0.528333333333333,0.0345301800362137,3,"",0.476333333333333,0.310686873448708,3,"",0.0376666666666667,0.0196553639837408,3,"",0.785666666666666,"",18.3666666666667,1.30128141972954,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,3.56,0,2,"",12.29,1.06066017177982,2,"","",,,,,,,,,,,579.246349434619,3,"M",,518.4325735651,3,"M",,58.7735768295016,3,"M","",,,,"M",,,,"M",,,,"M",
"CRM",2007-04-26,2,"Mainland Creek","Machipongo",37.460083,-75.816,,"KMO/DB/","MID EBB",16.2,31,48,11.3,,16.3,8.2,25,2.7,"E",26,"Overcast, very windy, very rough seas, many stations too rough to access site",,,,"M",,,,"M",0.635,0.0476235235991626,3,"",0.230333333333333,0.0529937103186155,3,"",0.204666666666667,0.0331712727119918,3,"",0.0462666666666667,0.01924430651734,3,"",0.839666666666667,"",,,,"M",,,,"M",,,,,,"M",,,,,,2.13,0,2,"",7.87,0.353553390593273,2,"","",,,,,,,,,,,27.9702222610642,3,"M",,49.4267134250296,3,"M",,50.4777178564959,3,"M","",,,,"M",,,,"M",,,,"M",
"CRM",2007-05-30,2,"Mainland Creek","Machipongo",37.460083,-75.816,1354,"KMO/DB","LATE EBB",25,31.2,48,22.3,,25.1,6.6,51,3.5,"SE",10.3,"",,,,"M",,,,"M",3.23,0.389743505398102,3,"",1.54,0.135277492584687,3,"",2.79666666666667,0.187705443004015,3,"",1.13666666666667,0.111504857891185,3,"",6.02666666666667,"",25.45,0.212132034355965,2,"",,,,"M","","MEG MILLER",,,,"M",,,,,,4.625,0.502045814642449,2,"",14.7,2.0804086137103,3,"","",,,,,,,,,,,106.550457530693,3,"M",,63.7207449213624,3,"M",,81.3039564432957,3,"M","",,,,"M",,,,"M",,,,"M",
"CRM",2007-06-26,2,"Mainland Creek","Machipongo",37.460083,-75.816,1240,"KMO/CB","EARLY FL",27.2,32.7,50,30.1,,27.3,6.5,41,3,"SE",18.7,"",,,,"M",,,,"M",1.41666666666667,0.366378674779706,3,"",0.691333333333333,0.101362386186067,3,"",3.99,0.765049018037406,3,"",0.338,0.105531985672591,3,"",5.40666666666667,"",30.3,1,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,4.98333333333333,1.42500292397361,3,"",17.7933333333333,3.43216161235647,3,"","",,,,,,,,,,,81.3777201286282,3,"M",,46.543886100468,3,"M",,69.3469537903432,3,"M","",,,,"M",,,,"M",,,,"M",
"CRM",2007-07-26,2,"Mainland Creek","Machipongo",37.460083,-75.816,1200,"KMO/DB","LATE EBB",28.2,33.4,51,26.4,,28.2,5.8,41,2.7,"NE",11.3,"",,,,"M",,,,"M",3.53,0.138924439894498,3,"",1.77666666666667,0.0808290376865477,3,"",0.453333333333333,0.0942408262555743,3,"",0.0133333333333333,0.00577350269189626,3,"",3.98333333333333,"",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,99.8815965698053,3,"M",,140.873465682269,3,"M",,84.9234949822486,3,"M","",,,,"M",,,,"M",,,,"M",
"CRM",2007-08-24,2,"Mainland Creek","Machipongo",37.460083,-75.816,1202,"KMO/CB","LATE EBB",27.1,32.6,50,27.1,,27,5.9,38,1.5,"SE",9.8,"",,,,"M",,,,"M",12.0966666666667,2.91033216889986,3,"",3.04666666666667,0.977258068952788,3,"",22.1666666666667,7.11149304529881,3,"",3.32,0.970618359603814,3,"",34.2633333333334,"",40.3,3.30454232837166,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,4.04145188432738,3,"M",,90.3124207035407,3,"M",,7.50555349946513,3,"M","",,,,"M",,,,"M",,,,"M",
